Frame Offset, Frame Index, Frame Time (ms), Time from first frame (ms)
188,189,45.3212,3593.25736901164
189,190,50.834,3638.5785703361
190,191,52.4264,3689.41257378459
191,192,50.3733,3741.83897301555
192,193,45.3158,3792.21227547526
193,194,42.172,3837.5280790031
194,195,42.9672,3879.70007988811
195,196,42.5295,3922.66728112102
196,197,46.7334,3965.19678398967
197,198,40.635,4011.93018624187
198,199,41.3407,4052.5651883781
199,200,43.2044,4093.90589043498
200,201,43.3902,4137.11028954387
201,202,40.4962,4180.50049111247
202,203,41.5132,4220.99669167399
203,204,41.6228,4262.50989434123
204,205,39.7571,4304.13269707561
205,206,40.6865,4343.88980004191
206,207,39.9226,4384.57630059123
207,208,41.2963,4424.49890419841
208,209,40.5095,4465.79520699382
209,210,39.3004,4506.30470940471
210,211,43.0251,4545.60510918498
211,212,43.7187,4588.63021370769
212,213,48.02311,4632.34891411662
213,214,48.0859,4680.37201973796
214,215,46.2146,4728.45791909099
215,216,46.53711,4774.67252251506
216,217,41.0238,4821.20962807536
217,218,45.8998,4862.2334317863
218,219,43.9084,4908.13323494792
219,220,42.8788,4952.04163643718
220,221,45.0759,4994.92043969035
221,222,41.8682,5039.99634072185
222,223,40.5178,5081.86454293132
223,224,41.7234,5122.38234612346
224,225,41.4863,5164.10574623942
225,226,39.3696,5205.59204766154
226,227,41.7619,5244.96164986491
227,228,41.6787,5286.72355172038
228,229,40.8311,5328.40225121379
229,230,40.3818,5369.23335549235
230,231,40.2615,5409.61515709758
231,232,40.2015,5449.87665840983
232,233,43.234,5490.0781621635
233,234,39.3411,5533.31216332316
234,235,39.4801,5572.65326592326
235,236,46.6947,5612.13336846232
236,237,44.1095,5658.82807061076
237,238,44.5298,5702.93757149577
238,239,46.7284,5747.46737572551
239,240,50.2516,5794.19577690959
240,241,43.582,5844.44737908244
241,242,41.5422,5888.02937981486
242,243,43.0606,5929.57158181071
243,244,40.2797,5972.63218590617
244,245,40.9164,6012.91188713908
245,246,41.0701,6053.82828804851
246,247,42.0204,6094.89839074016
247,248,39.7607,6136.91879174113
248,249,40.7746,6176.67949196696
249,250,40.4701,6217.45409676433
250,251,40.4458,6257.92420098186
251,252,43.2039,6298.3700055778
252,253,45.3639,6341.57390496135
253,254,40.7555,6386.9378041923
254,255,40.0491,6427.69330498576
255,256,39.8463,6467.74240776896
256,257,39.8968,6507.58870980144
257,258,39.57961,6547.48551079631
258,259,40.9293,6587.06511589885
259,260,46.3995,6627.99441811442
260,261,45.4565,6674.39391991496
261,262,45.3457,6719.85042092204
262,263,44.2205,6765.19612404704
263,264,43.4363,6809.41662499309
264,265,41.8967,6852.85292717814
265,266,42.5187,6894.74962899089
266,267,42.1579,6937.26832863688
267,268,41.5153,6979.4262304008
268,269,42.4835,7020.94153496623
269,270,40.6264,7063.42503640056
270,271,41.7681,7104.05143639445
271,272,40.3104,7145.81954094768
272,273,42.4123,7186.12994286418
273,274,42.1354,7228.54224678874
274,275,40.707,7270.67764565349
275,276,42.4182,7311.38464638591
276,277,41.1316,7353.80284783244
277,278,40.0357,7394.93445107341
278,279,39.1611,7434.97015282512
279,280,40.2368,7474.13125512004
280,281,40.0961,7514.3680562675
281,282,40.8666,7554.46415993571
282,283,42.354,7595.33076378703
283,284,47.6909,7637.68476769328
284,285,44.2176,7685.37566658854
285,286,45.8429,7729.59326836467
286,287,47.0256,7775.43616768718
287,288,43.6587,7822.46177193522
288,289,44.842,7866.12047478557
289,290,41.0256,7910.96247765422
290,291,42.7503,7951.98808190227
291,292,42.9314,7994.73838326335
292,293,40.0867,8037.66978356242
293,294,42.2428,8077.75648400187
294,295,40.3886,8119.99928566813
295,296,42.4161,8160.38788887858
296,297,41.8618,8202.80399224162
297,298,39.9509,8244.66579338908
298,299,40.9055,8284.61669442058
